id,Nombre,Categoria,Descripcion
345,Acer DX650,Acer,lopremitsumafredlolxfwaaaddudbbdf
346,Xiaomi Mi 1S,Xiaomi,lopremitsumafredlolxfwaaaddudbbdf
347,Meizu M6,Meizu,lopremitsumafredlolxfwaaaddudbbdf
348,Oppo R11,Oppo,lopremitsumafredlolxfwaaaddudbbdf
349,Sagem MY G5,Sagem,lopremitsumafredlolxfwaaaddudbbdf
350,Motorola Moto G Power (2021),Motorola,lopremitsumafredlolxfwaaaddudbbdf
351,Huawei G6310,Huawei,lopremitsumafredlolxfwaaaddudbbdf
352,Ulefone Armor 8 5G,Ulefone,lopremitsumafredlolxfwaaaddudbbdf
353,Gigabyte GSmart Mika M2,Gigabyte,lopremitsumafredlolxfwaaaddudbbdf
354,Toshiba 904T,Toshiba,lopremitsumafredlolxfwaaaddudbbdf
355,Samsung Galaxy Rush M830,Samsung,lopremitsumafredlolxfwaaaddudbbdf
356,Toshiba TS10,Toshiba,lopremitsumafredlolxfwaaaddudbbdf
357,Philips Fizz,Philips,lopremitsumafredlolxfwaaaddudbbdf
358,Micromax X286,Micromax,lopremitsumafredlolxfwaaaddudbbdf
359,ZTE Tempo Go,ZTE,lopremitsumafredlolxfwaaaddudbbdf
360,LG Optimus Vu F100S,LG,lopremitsumafredlolxfwaaaddudbbdf
361,LG G4c,LG,lopremitsumafredlolxfwaaaddudbbdf
362,Xiaomi Mi Pad 4 Plus,Xiaomi,lopremitsumafredlolxfwaaaddudbbdf
363,Bird S699,Bird,lopremitsumafredlolxfwaaaddudbbdf
364,LG GT405,LG,lopremitsumafredlolxfwaaaddudbbdf
365,Energizer Hardcase H501S,Energizer,lopremitsumafredlolxfwaaaddudbbdf
366,Spice Mi-354 Smartflo Space,Spice,lopremitsumafredlolxfwaaaddudbbdf
367,Realme X50 Pro 5G,Realme,lopremitsumafredlolxfwaaaddudbbdf
368,Nokia 130 Dual SIM,Nokia,lopremitsumafredlolxfwaaaddudbbdf
369,ZTE Style Messanger,ZTE,lopremitsumafredlolxfwaaaddudbbdf
370,LG Q8 (2017),LG,lopremitsumafredlolxfwaaaddudbbdf
371,Motorola Moto G Power (2021),Motorola,lopremitsumafredlolxfwaaaddudbbdf
372,LG KM555E,LG,lopremitsumafredlolxfwaaaddudbbdf
373,Oppo A15,Oppo,lopremitsumafredlolxfwaaaddudbbdf
374,Huawei nova 7 SE 5G Youth,Huawei,lopremitsumafredlolxfwaaaddudbbdf
375,Unnecto Bolt,Unnecto,lopremitsumafredlolxfwaaaddudbbdf
376,Toshiba TS605,Toshiba,lopremitsumafredlolxfwaaaddudbbdf
377,Telit GM 882,Telit,lopremitsumafredlolxfwaaaddudbbdf
378,LG KG200,LG,lopremitsumafredlolxfwaaaddudbbdf
379,Samsung Galaxy Pro B7510,Samsung,lopremitsumafredlolxfwaaaddudbbdf
380,Amoi A10,Amoi,lopremitsumafredlolxfwaaaddudbbdf
381,Motorola Moto X (2nd Gen),Motorola,lopremitsumafredlolxfwaaaddudbbdf
382,Panasonic A200,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
383,Sony Ericsson T650,Sony,lopremitsumafredlolxfwaaaddudbbdf
384,Oppo Find X2,Oppo,lopremitsumafredlolxfwaaaddudbbdf
385,Motorola DROID 2 Global,Motorola,lopremitsumafredlolxfwaaaddudbbdf
386,Nokia 6790 Surge,Nokia,lopremitsumafredlolxfwaaaddudbbdf
387,Haier V730,Haier,lopremitsumafredlolxfwaaaddudbbdf
388,XOLO A550S IPS,XOLO,lopremitsumafredlolxfwaaaddudbbdf
389,Prestigio MultiPhone 5500 Duo,Prestigio,lopremitsumafredlolxfwaaaddudbbdf
390,Oppo A53s,Oppo,lopremitsumafredlolxfwaaaddudbbdf
391,Celkon C3030,Celkon,lopremitsumafredlolxfwaaaddudbbdf
392,Motorola V290,Motorola,lopremitsumafredlolxfwaaaddudbbdf
393,Prestigio MultiPhone 5000 Duo,Prestigio,lopremitsumafredlolxfwaaaddudbbdf
394,Samsung Galaxy A7 Duos,Samsung,lopremitsumafredlolxfwaaaddudbbdf
395,Nokia 6131 NFC,Nokia,lopremitsumafredlolxfwaaaddudbbdf
396,Celkon C9 Star,Celkon,lopremitsumafredlolxfwaaaddudbbdf
397,Icemobile Viento II,Icemobile,lopremitsumafredlolxfwaaaddudbbdf
398,vivo Y51 (2015),vivo,lopremitsumafredlolxfwaaaddudbbdf
399,vivo Z1x,vivo,lopremitsumafredlolxfwaaaddudbbdf
400,BLU Touch,BLU,lopremitsumafredlolxfwaaaddudbbdf
401,ZTE A261,ZTE,lopremitsumafredlolxfwaaaddudbbdf
402,LG GS106,LG,lopremitsumafredlolxfwaaaddudbbdf
403,Lava Iris 400s,Lava,lopremitsumafredlolxfwaaaddudbbdf
404,Yezz Monte Carlo 55 LTE VR,Yezz,lopremitsumafredlolxfwaaaddudbbdf
405,Archos 45c Platinum,Archos,lopremitsumafredlolxfwaaaddudbbdf
406,Motorola V50,Motorola,lopremitsumafredlolxfwaaaddudbbdf
407,Samsung Galaxy A60,Samsung,lopremitsumafredlolxfwaaaddudbbdf
408,LG Optimus L1 II E410,LG,lopremitsumafredlolxfwaaaddudbbdf
409,Micromax A240 Canvas Doodle 2,Micromax,lopremitsumafredlolxfwaaaddudbbdf
410,Asus Zenfone Max (M2) ZB633KL,Asus,lopremitsumafredlolxfwaaaddudbbdf
411,Sendo Z100,Sendo,lopremitsumafredlolxfwaaaddudbbdf
412,Orange San Francisco,Orange,lopremitsumafredlolxfwaaaddudbbdf
413,Philips Xenium 9@9h,Philips,lopremitsumafredlolxfwaaaddudbbdf
414,Motorola MOTOKEY Mini EX109,Motorola,lopremitsumafredlolxfwaaaddudbbdf
415,Sharp Aquos S2,Sharp,lopremitsumafredlolxfwaaaddudbbdf
416,Huawei Ascend G330D U8825D,Huawei,lopremitsumafredlolxfwaaaddudbbdf
417,Samsung F300,Samsung,lopremitsumafredlolxfwaaaddudbbdf
418,Prestigio MultiPhone 5450 Duo,Prestigio,lopremitsumafredlolxfwaaaddudbbdf
419,LG G Pad II 10.1,LG,lopremitsumafredlolxfwaaaddudbbdf
420,Nokia Lumia 928,Nokia,lopremitsumafredlolxfwaaaddudbbdf
421,Meizu M5 Note,Meizu,lopremitsumafredlolxfwaaaddudbbdf
422,Samsung D900i,Samsung,lopremitsumafredlolxfwaaaddudbbdf
423,BenQ-Siemens CF61,BenQ-Siemens,lopremitsumafredlolxfwaaaddudbbdf
424,Samsung Galaxy Pop SHV-E220,Samsung,lopremitsumafredlolxfwaaaddudbbdf
425,Gionee Elife E7 Mini,Gionee,lopremitsumafredlolxfwaaaddudbbdf
426,Lava X10,Lava,lopremitsumafredlolxfwaaaddudbbdf
427,Yezz Andy 5EI,Yezz,lopremitsumafredlolxfwaaaddudbbdf
428,Nokia 5210,Nokia,lopremitsumafredlolxfwaaaddudbbdf
429,Motorola W180,Motorola,lopremitsumafredlolxfwaaaddudbbdf
430,Nokia 6300,Nokia,lopremitsumafredlolxfwaaaddudbbdf
431,Nokia Lumia 800,Nokia,lopremitsumafredlolxfwaaaddudbbdf
432,Archos 53 Platinum,Archos,lopremitsumafredlolxfwaaaddudbbdf
433,Xiaomi Poco M2,Xiaomi,lopremitsumafredlolxfwaaaddudbbdf
434,Samsung Galaxy J Max,Samsung,lopremitsumafredlolxfwaaaddudbbdf
435,Nokia 1208,Nokia,lopremitsumafredlolxfwaaaddudbbdf
436,Samsung Galaxy S Duos S7562,Samsung,lopremitsumafredlolxfwaaaddudbbdf
437,Motorola MPx,Motorola,lopremitsumafredlolxfwaaaddudbbdf
438,alcatel Evolve 2,alcatel,lopremitsumafredlolxfwaaaddudbbdf
439,Celkon A64,Celkon,lopremitsumafredlolxfwaaaddudbbdf
440,Sony Xperia 10 III,Sony,lopremitsumafredlolxfwaaaddudbbdf
441,Huawei Y7 Pro (2019),Huawei,lopremitsumafredlolxfwaaaddudbbdf
442,Energizer Hardcase H570S,Energizer,lopremitsumafredlolxfwaaaddudbbdf
443,Huawei nova 8 SE,Huawei,lopremitsumafredlolxfwaaaddudbbdf
444,Motorola DEFY XT XT556,Motorola,lopremitsumafredlolxfwaaaddudbbdf
445,NIU GO 21,NIU,lopremitsumafredlolxfwaaaddudbbdf
446,Samsung X540,Samsung,lopremitsumafredlolxfwaaaddudbbdf
447,Motorola W230,Motorola,lopremitsumafredlolxfwaaaddudbbdf
448,Wiko Bloom2,Wiko,lopremitsumafredlolxfwaaaddudbbdf
449,Motorola PEBL U6,Motorola,lopremitsumafredlolxfwaaaddudbbdf
450,HTC Evo 4G LTE,HTC,lopremitsumafredlolxfwaaaddudbbdf
451,Bird S296+,Bird,lopremitsumafredlolxfwaaaddudbbdf
452,Qtek 8010,Qtek,lopremitsumafredlolxfwaaaddudbbdf
453,Micromax Canvas Selfie 2 Q340,Micromax,lopremitsumafredlolxfwaaaddudbbdf
454,Motorola Moto Z Force,Motorola,lopremitsumafredlolxfwaaaddudbbdf
455,Micromax Canvas Blaze 4G Q400,Micromax,lopremitsumafredlolxfwaaaddudbbdf
456,Sony Xperia 5 Plus,Sony,lopremitsumafredlolxfwaaaddudbbdf
457,LG Wink Style T310,LG,lopremitsumafredlolxfwaaaddudbbdf
458,XOLO Tab,XOLO,lopremitsumafredlolxfwaaaddudbbdf
459,LG V35 ThinQ,LG,lopremitsumafredlolxfwaaaddudbbdf
460,Huawei Mate Xs,Huawei,lopremitsumafredlolxfwaaaddudbbdf
461,Oppo A9,Oppo,lopremitsumafredlolxfwaaaddudbbdf
462,Micromax X396,Micromax,lopremitsumafredlolxfwaaaddudbbdf
463,Samsung Galaxy A01 Core,Samsung,lopremitsumafredlolxfwaaaddudbbdf
464,Motorola Timeport P7389,Motorola,lopremitsumafredlolxfwaaaddudbbdf
465,BLU Vivo 5,BLU,lopremitsumafredlolxfwaaaddudbbdf
466,Gionee Marathon M4,Gionee,lopremitsumafredlolxfwaaaddudbbdf
467,HTC EVO View 4G,HTC,lopremitsumafredlolxfwaaaddudbbdf
468,ZTE PF200,ZTE,lopremitsumafredlolxfwaaaddudbbdf
469,Sewon SGD-101,Sewon,lopremitsumafredlolxfwaaaddudbbdf
470,alcatel OT 511,alcatel,lopremitsumafredlolxfwaaaddudbbdf
471,BLU Studio 5.0 S II,BLU,lopremitsumafredlolxfwaaaddudbbdf
472,Apple iPad Pro 11 (2020),Apple,lopremitsumafredlolxfwaaaddudbbdf
473,Huawei G6609,Huawei,lopremitsumafredlolxfwaaaddudbbdf
474,Toshiba TS803,Toshiba,lopremitsumafredlolxfwaaaddudbbdf
475,Samsung Galaxy A52,Samsung,lopremitsumafredlolxfwaaaddudbbdf
476,Wiko Rainbow,Wiko,lopremitsumafredlolxfwaaaddudbbdf
477,Samsung E1260B,Samsung,lopremitsumafredlolxfwaaaddudbbdf
478,Samsung C3750,Samsung,lopremitsumafredlolxfwaaaddudbbdf
479,alcatel OT 700,alcatel,lopremitsumafredlolxfwaaaddudbbdf
480,Kyocera DuraForce Pro,Kyocera,lopremitsumafredlolxfwaaaddudbbdf
481,LG KU950,LG,lopremitsumafredlolxfwaaaddudbbdf
482,LG K41S,LG,lopremitsumafredlolxfwaaaddudbbdf
483,Panasonic X70,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
484,HTC One Dual Sim,HTC,lopremitsumafredlolxfwaaaddudbbdf
485,Nokia 5730 XpressMusic,Nokia,lopremitsumafredlolxfwaaaddudbbdf
486,LG Optimus Vu II,LG,lopremitsumafredlolxfwaaaddudbbdf
487,LG G7030,LG,lopremitsumafredlolxfwaaaddudbbdf
488,Motorola Electrify 2 XT881,Motorola,lopremitsumafredlolxfwaaaddudbbdf
489,LG Optimus LTE,LG,lopremitsumafredlolxfwaaaddudbbdf
490,Acer Liquid Z530S,Acer,lopremitsumafredlolxfwaaaddudbbdf
491,Nokia Asha 302,Nokia,lopremitsumafredlolxfwaaaddudbbdf
492,alcatel Hero 8,alcatel,lopremitsumafredlolxfwaaaddudbbdf
493,alcatel Pop C1,alcatel,lopremitsumafredlolxfwaaaddudbbdf
494,BlackBerry Curve 8310,BlackBerry,lopremitsumafredlolxfwaaaddudbbdf
495,Samsung A797 Flight,Samsung,lopremitsumafredlolxfwaaaddudbbdf
496,vivo Y31s,vivo,lopremitsumafredlolxfwaaaddudbbdf
497,Siemens SP65,Siemens,lopremitsumafredlolxfwaaaddudbbdf
498,vivo Y50,vivo,lopremitsumafredlolxfwaaaddudbbdf
499,Huawei Y8p,Huawei,lopremitsumafredlolxfwaaaddudbbdf
500,Maxwest Nitro Phablet 71,Maxwest,lopremitsumafredlolxfwaaaddudbbdf
501,Motorola W233 Renew,Motorola,lopremitsumafredlolxfwaaaddudbbdf
502,ZTE nubia Red Magic,ZTE,lopremitsumafredlolxfwaaaddudbbdf
503,Lava X41 Plus,Lava,lopremitsumafredlolxfwaaaddudbbdf
504,O2 XDA Argon,O2,lopremitsumafredlolxfwaaaddudbbdf
505,Spice N-300,Spice,lopremitsumafredlolxfwaaaddudbbdf
506,Sony Ericsson Xperia X8,Sony,lopremitsumafredlolxfwaaaddudbbdf
507,Celkon Q405,Celkon,lopremitsumafredlolxfwaaaddudbbdf
508,Celkon C3333,Celkon,lopremitsumafredlolxfwaaaddudbbdf
509,Oppo Find 5,Oppo,lopremitsumafredlolxfwaaaddudbbdf
510,Nokia 6250,Nokia,lopremitsumafredlolxfwaaaddudbbdf
511,vivo X50 Pro,vivo,lopremitsumafredlolxfwaaaddudbbdf
512,Yezz Clasico YZ300,Yezz,lopremitsumafredlolxfwaaaddudbbdf
513,HTC First,HTC,lopremitsumafredlolxfwaaaddudbbdf
514,Lenovo ZUK Z2 Pro,Lenovo,lopremitsumafredlolxfwaaaddudbbdf
515,Ericsson T39,Ericsson,lopremitsumafredlolxfwaaaddudbbdf
516,Siemens CL50,Siemens,lopremitsumafredlolxfwaaaddudbbdf
517,ZTE Blade V Plus,ZTE,lopremitsumafredlolxfwaaaddudbbdf
518,Samsung S5200,Samsung,lopremitsumafredlolxfwaaaddudbbdf
519,NIU Pana TV N106,NIU,lopremitsumafredlolxfwaaaddudbbdf
520,Tel.Me. T919,Tel.Me.,lopremitsumafredlolxfwaaaddudbbdf
521,Acer Iconia Talk S,Acer,lopremitsumafredlolxfwaaaddudbbdf
522,Spice M-5390 Boss Double XL,Spice,lopremitsumafredlolxfwaaaddudbbdf
523,BQ Aquaris U,BQ,lopremitsumafredlolxfwaaaddudbbdf
524,Energizer Hardcase H240S,Energizer,lopremitsumafredlolxfwaaaddudbbdf
525,Plum Trigger Z104,Plum,lopremitsumafredlolxfwaaaddudbbdf
526,LG Octane,LG,lopremitsumafredlolxfwaaaddudbbdf
527,OnePlus One,OnePlus,lopremitsumafredlolxfwaaaddudbbdf
528,Huawei Y635,Huawei,lopremitsumafredlolxfwaaaddudbbdf
529,Panasonic A200,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
530,Lenovo IdeaTab S6000L,Lenovo,lopremitsumafredlolxfwaaaddudbbdf
531,Siemens M55,Siemens,lopremitsumafredlolxfwaaaddudbbdf
532,Sewon SRS-3300,Sewon,lopremitsumafredlolxfwaaaddudbbdf
533,alcatel OT-890D,alcatel,lopremitsumafredlolxfwaaaddudbbdf
534,Samsung Galaxy Prevail,Samsung,lopremitsumafredlolxfwaaaddudbbdf
535,T-Mobile Vairy Touch II,T-Mobile,lopremitsumafredlolxfwaaaddudbbdf
536,BLU Advance 4.0 L,BLU,lopremitsumafredlolxfwaaaddudbbdf
537,O2 XDA Serra,O2,lopremitsumafredlolxfwaaaddudbbdf
538,Acer Iconia Tab A511,Acer,lopremitsumafredlolxfwaaaddudbbdf
539,QMobile QTab V10,QMobile,lopremitsumafredlolxfwaaaddudbbdf
540,Micromax X234+,Micromax,lopremitsumafredlolxfwaaaddudbbdf
541,Bird D660,Bird,lopremitsumafredlolxfwaaaddudbbdf
542,Spice QT-68,Spice,lopremitsumafredlolxfwaaaddudbbdf
543,Spice M-5665 T2,Spice,lopremitsumafredlolxfwaaaddudbbdf
544,HTC Desire 210 dual sim,HTC,lopremitsumafredlolxfwaaaddudbbdf
545,Pantech Impact,Pantech,lopremitsumafredlolxfwaaaddudbbdf
546,Spice M-5180,Spice,lopremitsumafredlolxfwaaaddudbbdf
547,Coolpad Porto S,Coolpad,lopremitsumafredlolxfwaaaddudbbdf
548,Microsoft Lumia 640 LTE,Microsoft,lopremitsumafredlolxfwaaaddudbbdf
549,Samsung Z110,Samsung,lopremitsumafredlolxfwaaaddudbbdf
550,BLU Win HD LTE,BLU,lopremitsumafredlolxfwaaaddudbbdf
551,verykool i119,verykool,lopremitsumafredlolxfwaaaddudbbdf
552,Wiko View XL,Wiko,lopremitsumafredlolxfwaaaddudbbdf
553,BLU Vivo One,BLU,lopremitsumafredlolxfwaaaddudbbdf
554,LG Q Stylo 4,LG,lopremitsumafredlolxfwaaaddudbbdf
555,Nokia 8210,Nokia,lopremitsumafredlolxfwaaaddudbbdf
556,Orange Barcelona,Orange,lopremitsumafredlolxfwaaaddudbbdf
557,Ericsson T20e,Ericsson,lopremitsumafredlolxfwaaaddudbbdf
558,Philips X603,Philips,lopremitsumafredlolxfwaaaddudbbdf
559,Bird S699,Bird,lopremitsumafredlolxfwaaaddudbbdf
560,BLU TV2Go,BLU,lopremitsumafredlolxfwaaaddudbbdf
561,Acer Liquid Jade Primo,Acer,lopremitsumafredlolxfwaaaddudbbdf
562,vivo Y35,vivo,lopremitsumafredlolxfwaaaddudbbdf
563,Samsung P1010 Galaxy Tab Wi-Fi,Samsung,lopremitsumafredlolxfwaaaddudbbdf
564,Toshiba TS608,Toshiba,lopremitsumafredlolxfwaaaddudbbdf
565,Meizu M5,Meizu,lopremitsumafredlolxfwaaaddudbbdf
566,alcatel 1T 7,alcatel,lopremitsumafredlolxfwaaaddudbbdf
567,Samsung Galaxy Tab Active,Samsung,lopremitsumafredlolxfwaaaddudbbdf
568,Samsung A777,Samsung,lopremitsumafredlolxfwaaaddudbbdf
569,Realme Narzo,Realme,lopremitsumafredlolxfwaaaddudbbdf
570,Infinix Hot 7,Infinix,lopremitsumafredlolxfwaaaddudbbdf
571,Nokia C3,Nokia,lopremitsumafredlolxfwaaaddudbbdf
572,Sony Xperia Z Ultra,Sony,lopremitsumafredlolxfwaaaddudbbdf
573,Samsung Ativ S I8750,Samsung,lopremitsumafredlolxfwaaaddudbbdf
574,Samsung Galaxy M10s,Samsung,lopremitsumafredlolxfwaaaddudbbdf
575,LG Optimus Net Dual,LG,lopremitsumafredlolxfwaaaddudbbdf
576,Samsung Galaxy Core Advance,Samsung,lopremitsumafredlolxfwaaaddudbbdf
577,Sony Xperia XA1 Plus,Sony,lopremitsumafredlolxfwaaaddudbbdf
578,Oppo F7,Oppo,lopremitsumafredlolxfwaaaddudbbdf
579,LG G6,LG,lopremitsumafredlolxfwaaaddudbbdf
580,Lava Iris 404e,Lava,lopremitsumafredlolxfwaaaddudbbdf
581,Asus PadFone X mini,Asus,lopremitsumafredlolxfwaaaddudbbdf
582,Prestigio MultiPhone 5000 Duo,Prestigio,lopremitsumafredlolxfwaaaddudbbdf
583,LG Optimus 3D Max P720,LG,lopremitsumafredlolxfwaaaddudbbdf
584,LG Enact VS890,LG,lopremitsumafredlolxfwaaaddudbbdf
585,Nokia N950,Nokia,lopremitsumafredlolxfwaaaddudbbdf
586,Lenovo A6000,Lenovo,lopremitsumafredlolxfwaaaddudbbdf
587,HTC Desire 10 Compact,HTC,lopremitsumafredlolxfwaaaddudbbdf
588,vivo iQOO 3 5G,vivo,lopremitsumafredlolxfwaaaddudbbdf
589,Sagem MW 3026,Sagem,lopremitsumafredlolxfwaaaddudbbdf
590,Samsung Galaxy M02s,Samsung,lopremitsumafredlolxfwaaaddudbbdf
591,Micromax A120 Canvas 2 Colors,Micromax,lopremitsumafredlolxfwaaaddudbbdf
592,Micromax X101,Micromax,lopremitsumafredlolxfwaaaddudbbdf
593,Sharp Aquos V,Sharp,lopremitsumafredlolxfwaaaddudbbdf
594,Yezz Andy A3.5EP,Yezz,lopremitsumafredlolxfwaaaddudbbdf
595,Samsung i710,Samsung,lopremitsumafredlolxfwaaaddudbbdf
596,Amoi H80,Amoi,lopremitsumafredlolxfwaaaddudbbdf
597,Haier V6000,Haier,lopremitsumafredlolxfwaaaddudbbdf
598,Apple Watch Edition Series 5,Apple,lopremitsumafredlolxfwaaaddudbbdf
599,Tecno Camon iACE2,Tecno,lopremitsumafredlolxfwaaaddudbbdf
600,ZTE Grand Memo V9815,ZTE,lopremitsumafredlolxfwaaaddudbbdf
601,Nokia 103,Nokia,lopremitsumafredlolxfwaaaddudbbdf
602,Samsung M190S Galaxy S Hoppin,Samsung,lopremitsumafredlolxfwaaaddudbbdf
603,Philips 355,Philips,lopremitsumafredlolxfwaaaddudbbdf
604,Spice Mi-280,Spice,lopremitsumafredlolxfwaaaddudbbdf
605,Nokia 112,Nokia,lopremitsumafredlolxfwaaaddudbbdf
606,LG Connect 4G MS840,LG,lopremitsumafredlolxfwaaaddudbbdf
607,Mitsubishi M341i/M720,Mitsubishi,lopremitsumafredlolxfwaaaddudbbdf
608,Nokia 5330 XpressMusic,Nokia,lopremitsumafredlolxfwaaaddudbbdf
609,Asus Zenfone 6 ZS630KL,Asus,lopremitsumafredlolxfwaaaddudbbdf
610,Huawei Enjoy 20 Plus 5G,Huawei,lopremitsumafredlolxfwaaaddudbbdf
611,Huawei MatePad 5G,Huawei,lopremitsumafredlolxfwaaaddudbbdf
612,Samsung Q200,Samsung,lopremitsumafredlolxfwaaaddudbbdf
613,Spice Smart Flo 359 (Mi-359),Spice,lopremitsumafredlolxfwaaaddudbbdf
614,Micromax Canvas Spark 4G Q4201,Micromax,lopremitsumafredlolxfwaaaddudbbdf
615,alcatel Fierce,alcatel,lopremitsumafredlolxfwaaaddudbbdf
616,Samsung A637,Samsung,lopremitsumafredlolxfwaaaddudbbdf
617,Samsung Galaxy Tab S6 5G,Samsung,lopremitsumafredlolxfwaaaddudbbdf
618,Sony Tablet P 3G,Sony,lopremitsumafredlolxfwaaaddudbbdf
619,Nokia 1110i,Nokia,lopremitsumafredlolxfwaaaddudbbdf
620,LG Watch Urbane 2nd Edition LTE,LG,lopremitsumafredlolxfwaaaddudbbdf
621,ZTE V9+,ZTE,lopremitsumafredlolxfwaaaddudbbdf
622,Samsung M3310L,Samsung,lopremitsumafredlolxfwaaaddudbbdf
623,alcatel OT Club +,alcatel,lopremitsumafredlolxfwaaaddudbbdf
624,Panasonic GD95,Panasonic,lopremitsumafredlolxfwaaaddudbbdf
625,BLU Studio X,BLU,lopremitsumafredlolxfwaaaddudbbdf
626,Orange San Diego,Orange,lopremitsumafredlolxfwaaaddudbbdf
627,LG K40S,LG,lopremitsumafredlolxfwaaaddudbbdf
628,LG C1200,LG,lopremitsumafredlolxfwaaaddudbbdf
629,BLU Dash JR,BLU,lopremitsumafredlolxfwaaaddudbbdf
630,Coolpad Cool 10,Coolpad,lopremitsumafredlolxfwaaaddudbbdf
631,Celkon C6,Celkon,lopremitsumafredlolxfwaaaddudbbdf
632,Plum Strike,Plum,lopremitsumafredlolxfwaaaddudbbdf
633,Karbonn Smart A12 Star,Karbonn,lopremitsumafredlolxfwaaaddudbbdf
634,Gionee Marathon M4,Gionee,lopremitsumafredlolxfwaaaddudbbdf
635,Siemens CX65,Siemens,lopremitsumafredlolxfwaaaddudbbdf
636,Micromax Unite 4 plus,Micromax,lopremitsumafredlolxfwaaaddudbbdf
637,Celkon Campus Nova A352E,Celkon,lopremitsumafredlolxfwaaaddudbbdf
638,Eten G500,Eten,lopremitsumafredlolxfwaaaddudbbdf
639,Sony Xperia X Premium,Sony,lopremitsumafredlolxfwaaaddudbbdf
640,Oppo A11,Oppo,lopremitsumafredlolxfwaaaddudbbdf
641,Samsung Galaxy Tab 8.9 4G P7320T,Samsung,lopremitsumafredlolxfwaaaddudbbdf
642,Asus Memo Pad HD7 8 GB,Asus,lopremitsumafredlolxfwaaaddudbbdf
643,vivo Y71,vivo,lopremitsumafredlolxfwaaaddudbbdf
644,i-mate SPL,i-mate,lopremitsumafredlolxfwaaaddudbbdf
645,Gionee F103 Pro,Gionee,lopremitsumafredlolxfwaaaddudbbdf
646,Toshiba Excite AT200,Toshiba,lopremitsumafredlolxfwaaaddudbbdf
647,alcatel OT Max db,alcatel,lopremitsumafredlolxfwaaaddudbbdf
648,Oppo Joy Plus,Oppo,lopremitsumafredlolxfwaaaddudbbdf
649,Micromax A90s,Micromax,lopremitsumafredlolxfwaaaddudbbdf
650,QMobile Noir S6 Plus,QMobile,lopremitsumafredlolxfwaaaddudbbdf
651,Micromax A55,Micromax,lopremitsumafredlolxfwaaaddudbbdf
652,Motorola GLEAM,Motorola,lopremitsumafredlolxfwaaaddudbbdf
653,LG K30 (2019),LG,lopremitsumafredlolxfwaaaddudbbdf
654,HTC Desire 628,HTC,lopremitsumafredlolxfwaaaddudbbdf
655,Sony Xperia 1 II,Sony,lopremitsumafredlolxfwaaaddudbbdf
656,LG Optimus Q2 LU6500,LG,lopremitsumafredlolxfwaaaddudbbdf
657,Lava Iris Pro 30,Lava,lopremitsumafredlolxfwaaaddudbbdf
658,LG Vu 3 F300L,LG,lopremitsumafredlolxfwaaaddudbbdf
659,Motorola V560,Motorola,lopremitsumafredlolxfwaaaddudbbdf
660,Realme XT,Realme,lopremitsumafredlolxfwaaaddudbbdf
661,alcatel OT-997D,alcatel,lopremitsumafredlolxfwaaaddudbbdf
662,vivo iQOO 3 5G,vivo,lopremitsumafredlolxfwaaaddudbbdf
663,Honor X10 Max 5G,Honor,lopremitsumafredlolxfwaaaddudbbdf
664,LG Optimus 2X SU660,LG,lopremitsumafredlolxfwaaaddudbbdf
665,BLU Bold N1,BLU,lopremitsumafredlolxfwaaaddudbbdf
666,Oppo Neo 7,Oppo,lopremitsumafredlolxfwaaaddudbbdf
667,Oppo Find X3 Pro,Oppo,lopremitsumafredlolxfwaaaddudbbdf
668,Celkon A60,Celkon,lopremitsumafredlolxfwaaaddudbbdf
669,Samsung Z2,Samsung,lopremitsumafredlolxfwaaaddudbbdf
670,NIU Niutek 3.5D,NIU,lopremitsumafredlolxfwaaaddudbbdf
671,Nokia 8800 Sapphire Arte,Nokia,lopremitsumafredlolxfwaaaddudbbdf
672,Haier M1200,Haier,lopremitsumafredlolxfwaaaddudbbdf
673,ZTE nubia N1 lite,ZTE,lopremitsumafredlolxfwaaaddudbbdf
674,Allview P3 AllDro,Allview,lopremitsumafredlolxfwaaaddudbbdf
675,Nokia 3110 Evolve,Nokia,lopremitsumafredlolxfwaaaddudbbdf
676,Gigabyte GSmart i300,Gigabyte,lopremitsumafredlolxfwaaaddudbbdf
677,verykool i129,verykool,lopremitsumafredlolxfwaaaddudbbdf
678,Kyocera Hydro C5170,Kyocera,lopremitsumafredlolxfwaaaddudbbdf
679,ZTE Axon 20 5G Extreme,ZTE,lopremitsumafredlolxfwaaaddudbbdf
680,Micromax Canvas 4 A210,Micromax,lopremitsumafredlolxfwaaaddudbbdf
681,Motorola Moto G Fast,Motorola,lopremitsumafredlolxfwaaaddudbbdf
682,Allview Soul X6 Mini,Allview,lopremitsumafredlolxfwaaaddudbbdf
683,alcatel Pixi 3 (3.5) Firefox,alcatel,lopremitsumafredlolxfwaaaddudbbdf
684,Lenovo IdeaTab S6000,Lenovo,lopremitsumafredlolxfwaaaddudbbdf
685,BenQ E53,BenQ,lopremitsumafredlolxfwaaaddudbbdf
686,Motorola One (P30 Play),Motorola,lopremitsumafredlolxfwaaaddudbbdf
687,Acer Liquid Zest,Acer,lopremitsumafredlolxfwaaaddudbbdf
688,Samsung M210S Wave2,Samsung,lopremitsumafredlolxfwaaaddudbbdf
